레퍼런스 URL,계정명 / 채널명,조회수,주제,콘텐츠 결,최근/성과 기준,잘 먹힌 후킹,영상 방식,장면 구성,자막/폰트/배경,CTA 방식,대본 핵심,시리즈명,시리즈 운영 방식,GPT 프롬프트,프롬프트 예시 입력,제작 체크리스트
https://www.instagram.com/ys_mind_life/reel/DMnNXT6T3Um,@ys_mind_life␤기막힌운세,"1,715,000",사주/운세 | 운세,캡션 서사형,"조회수 1,715,000 기준 상위권 / 시리즈 반복 가능",3년간 절대 적으로 두면␤안되는 사람들,30~60초 정보형. 깔끔한 카드/화이트보드/상담 화면. 명리 용어는 쉽게 풀고 조건 리스트를 제시.,질문 후킹 → 조건 3~5개 → 쉬운 해석 → 현실 예시 → 댓글 키워드 CTA,"차분한 고딕 34~46px, 조건은 번호 리스트, 어려운 한자는 작게.",직접 CTA 없음 / 시청 지속 유도,3년간 절대 적으로 두면 안되는 사람들,사주 조건/성향 분석,"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",썸네일 문구=3년간 절대 적으로 두면 안되는 사람들 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/wise.saying77/reel/DRymEH9ipWw,@wise.saying77␤현인의 명언 | 풍수 운세 사주,"1,696,000",시기별 운세 | 12월 재물운,띠별운세 + 재물/로또운세 + 비방/개운법,"조회수 1,696,000 기준 상위권 / 시리즈 반복 가능",26년에 대박나는 띠를 무당␤선생님이 호명하셨습니다.,세로 릴스 12~22초. 첫 화면은 날짜+띠+돈/로또 키워드 3줄. 배경은 실제 거리/하늘/풍경 영상 또는 단색 운세 카드. 2초마다 자막 1문장 전환.,1컷 후킹(0~2초) → 2~4컷 징조/행동 지침 → 마지막 컷 댓글 CTA,"굵은 고딕 42~58px, 흰색/노랑 강조, 검정 반투명 박스. 핵심 단어는 파란색 또는 빨간색 1개만 사용.",직접 CTA 없음 / 시청 지속 유도,26년에 대박나는 띠를 무당 선생님이 호명하셨습니다.␤남은 12월을 정말 덕을 쌓고 비방하시면서 잘 보내셔야 해요.,띠별 재물/로또운,"매일 날짜형, 12지 띠별 로테이션, 주 1회 TOP 순위형으로 묶기","아래 제목을 기준으로 인스타 릴스용 사주 운세 대본을 만들어줘. 제목 문구는 첫 화면 썸네일 문구로 그대로 쓰고, 12~22초 분량으로 작성해. 구조는 1) 첫 문장 후킹 2) 왜 돈운/로또운이 열리는지 사주식 징조 2개 3) 오늘 해야 할 행동 2개 4) 댓글 CTA. 자막은 컷별로 나눠 쓰고, 과장된 확정 표현은 피하면서도 기대감 있게 작성해.",썸네일 문구=26년에 대박나는 띠를 무당 선생님이 호명하셨습니다. | 주제=시기별 운세 | 12월 재물운 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/sajunaru/reel/DJSyWeNT8yy,@sajunaru␤사주 신점 타로 운세 • 사주나루,"1,689,000",사주/운세 | 운세,캡션 서사형,"조회수 1,689,000 기준 상위권 / 시리즈 반복 가능",들어오던 복도 나간다는 최악의␤침대 배치 알려드립니다,30~60초 정보형. 깔끔한 카드/화이트보드/상담 화면. 명리 용어는 쉽게 풀고 조건 리스트를 제시.,질문 후킹 → 조건 3~5개 → 쉬운 해석 → 현실 예시 → 댓글 키워드 CTA,"차분한 고딕 34~46px, 조건은 번호 리스트, 어려운 한자는 작게.",직접 CTA 없음 / 시청 지속 유도,들어오던 복도 나간다는␤최악의 침대 배치 알려드립니다␤@@ 이거 확인해봐 ㄱㄱ,사주 조건/성향 분석,"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",썸네일 문구=들어오던 복도 나간다는 최악의 침대 배치 알려드립니다 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_mate_peek/reel/DN11PJY5s2z,@fate_mate_peek␤궁궁해,"1,661,000",사주/운세 | 재물운,재물/로또운세,"조회수 1,661,000 기준 상위권 / 시리즈 반복 가능",손목 주름 갯수로 알아보는␤나의 재물운,"15~25초. 돈 들어오는 징조, 숫자, 색상, 물건을 빠르게 보여주는 카드형. 배경은 지갑/현관/하늘/금색 카드.",돈운 후킹 → 징조 3개 → 금전 행동 2개 → 저장/댓글 CTA,"노랑/흰색 굵은 고딕, 검정 박스, 숫자는 아주 크게. 화면 전환은 줌인/컷 전환 위주.",직접 CTA 없음 / 시청 지속 유도,손목 주름 갯수로 알아보는 나의 재물운,재물/로또운,"오늘 돈 들어오는 사람, 지갑에 넣으면 좋은 것, 로또 사기 좋은 날, 재물운 막는 행동","아래 문구를 첫 화면 썸네일로 쓰고, 재물운/로또운 릴스 대본을 만들어줘. 사주 운세처럼 들리되 실천 행동을 꼭 넣어. 구성은 후킹 1문장, 돈운 징조 3개, 오늘 피해야 할 행동 1개, 오늘 해야 할 행동 2개, 댓글 CTA로 작성해.",썸네일 문구=손목 주름 갯수로 알아보는 나의 재물운 | 주제=사주/운세 | 재물운 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/cheon_unse/reel/DWXV8iSiMP9,@cheon_unse␤청운운세 - 청운당,"1,505,000",사주/운세 | 재물운,재물/로또운세,"조회수 1,505,000 기준 상위권 / 시리즈 반복 가능",천복을 타고난 음력 생일은␤따로 있습니다.,"15~25초. 돈 들어오는 징조, 숫자, 색상, 물건을 빠르게 보여주는 카드형. 배경은 지갑/현관/하늘/금색 카드.",돈운 후킹 → 징조 3개 → 금전 행동 2개 → 저장/댓글 CTA,"노랑/흰색 굵은 고딕, 검정 박스, 숫자는 아주 크게. 화면 전환은 줌인/컷 전환 위주.",댓글 유도,"천복을 타고난 음력 생일은 따로 있습니다.␤사주에서는 태어난 날짜에 따라␤타고난 복의 크기 자체가 다르게 들어온다고 봅니다.␤특정 날짜는␤노력 이상의 결과가 따라붙고␤막힐 듯하다가도 결국 풀리는 흐름을 가집니다.␤이건 단순한 운이 아니라␤애초에 복을 깔고 태어난 구조입니다.␤그래서 인생을 보면␤고비는 있어도 완전히 무너지지 않고␤결국 다시 올라가는 특징이 있습니다.␤이번 영상에 해당된다면␤이미 강한 천복이 들어와 있는 사주입니다.␤점사 확인해 보시고 댓글에 ""천복받아갑니다"" 쓰고 복받아가세요^^",재물/로또운,"오늘 돈 들어오는 사람, 지갑에 넣으면 좋은 것, 로또 사기 좋은 날, 재물운 막는 행동","아래 문구를 첫 화면 썸네일로 쓰고, 재물운/로또운 릴스 대본을 만들어줘. 사주 운세처럼 들리되 실천 행동을 꼭 넣어. 구성은 후킹 1문장, 돈운 징조 3개, 오늘 피해야 할 행동 1개, 오늘 해야 할 행동 2개, 댓글 CTA로 작성해.",썸네일 문구=천복을 타고난 음력 생일은 따로 있습니다. | 주제=사주/운세 | 재물운 | CTA=댓글 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/cheon_unse/reel/DJCHs0FBKIF,@cheon_unse␤청운운세 - 청운당,"1,489,000",시기별 운세 | 오늘 띠운세,띠별운세,"조회수 1,489,000 기준 상위권 / 시리즈 반복 가능",어머니 표현이␤직접적이시네요.. ㅎㅎ,12~25초 순위 카드형. 썸네일은 TOP10/TOP5 대형 텍스트. 화면은 고정 카드 또는 슬라이드 5~10장.,순위 제목 → 하위권 빠르게 → TOP3 강조 → 1위 반전 → 저장 CTA,"제목 54~64px, 순위 숫자 34~44px, 띠 이름은 아이콘+굵은 텍스트. 배경은 밝은 종이/카드 톤.",팔로우 유도,"어머니 표현이 직접적이시네요..␤ㅎㅎ␤----------------------------␤관상, 명리, 오늘의 운세, 꿈해몽, 미신까지!␤보는 재미도, 풀어보는 재미도 있는 신비한 이야기들␤팔로우하고 매일매일 운세 체크하세요!␤----------------------------␤출처 : 이리오너라",띠별 운세/순위,"자식 덕 보는 띠, 말년에 호강하는 띠, 귀인 오는 띠, 2026년 대박띠","아래 주제로 인스타 릴스 순위형 대본을 만들어줘. 12지 띠를 활용하고 TOP10 또는 TOP5 형식으로 구성해. 각 순위는 짧은 이유 1문장만 붙이고, 1~3위는 조금 더 강하게 설명해. 썸네일 문구, 컷별 자막, 마지막 댓글 CTA까지 작성해.",썸네일 문구=어머니 표현이 직접적이시네요.. ㅎㅎ | 주제=시기별 운세 | 오늘 띠운세 | CTA=팔로우 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_mate_peek/reel/DQEh7brEefh,@fate_mate_peek␤궁궁해,"1,404,000",사주/운세 | 운세,캡션 서사형,"조회수 1,404,000 기준 상위권 / 시리즈 반복 가능",노안이 심할수록 사슴이 적게␤보인다는데?,30~60초 정보형. 깔끔한 카드/화이트보드/상담 화면. 명리 용어는 쉽게 풀고 조건 리스트를 제시.,질문 후킹 → 조건 3~5개 → 쉬운 해석 → 현실 예시 → 댓글 키워드 CTA,"차분한 고딕 34~46px, 조건은 번호 리스트, 어려운 한자는 작게.",직접 CTA 없음 / 시청 지속 유도,노안이 심할수록 사슴이 적게 보인다는데?,사주 조건/성향 분석,"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",썸네일 문구=노안이 심할수록 사슴이 적게 보인다는데? | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_mate_peek/reel/DMhocgBxTK6,@fate_mate_peek␤궁궁해,"1,361,000",사주/운세 | 건강운,띠별운세 + 순위형,"조회수 1,361,000 기준 상위권 / 시리즈 반복 가능",타고난 체질이 약한 건강복␤없는 띠 순위,12~25초 순위 카드형. 썸네일은 TOP10/TOP5 대형 텍스트. 화면은 고정 카드 또는 슬라이드 5~10장.,순위 제목 → 하위권 빠르게 → TOP3 강조 → 1위 반전 → 저장 CTA,"제목 54~64px, 순위 숫자 34~44px, 띠 이름은 아이콘+굵은 텍스트. 배경은 밝은 종이/카드 톤.",직접 CTA 없음 / 시청 지속 유도,타고난 체질이 약한 건강복 없는 띠 순위,띠별 운세/순위,"자식 덕 보는 띠, 말년에 호강하는 띠, 귀인 오는 띠, 2026년 대박띠","아래 주제로 인스타 릴스 순위형 대본을 만들어줘. 12지 띠를 활용하고 TOP10 또는 TOP5 형식으로 구성해. 각 순위는 짧은 이유 1문장만 붙이고, 1~3위는 조금 더 강하게 설명해. 썸네일 문구, 컷별 자막, 마지막 댓글 CTA까지 작성해.",썸네일 문구=타고난 체질이 약한 건강복 없는 띠 순위 | 주제=사주/운세 | 건강운 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/sabo_saju/reel/DW8URLGEbPn,@sabo_saju␤서동인 | 사보사주(사주보이),"1,317,000",사주/운세 | 연애/재회운,연애/재회운,"조회수 1,317,000 기준 상위권 / 시리즈 반복 가능",연애/재회/궁합 레퍼런스,"25~45초 감성형. 배경은 실사 감성 영상 또는 AI 인물/풍경. 대사는 짧고 여운 있게, BGM은 잔잔하게.",공감 후킹 → 사주 조건/심리 → 상대 반응 → 조언 → DM/댓글 CTA,"작은 흰색 자막 34~44px, 키워드만 굵게. 지나치게 화려한 카드보다 여백 있는 화면.",직접 CTA 없음 / 시청 지속 유도,실제 대본 미수집␤공개 캡션/본문에 본문 대사가 없어 원본 영상 확인이 필요합니다.,연애/재회/궁합,"나를 못 잊는 사람 사주, 재회 전조, 오래 가는 궁합, 피해야 할 인연","아래 제목을 기준으로 사주/궁합 관점의 인스타 릴스 대본을 써줘. 25~45초 분량이고, 감정 공감으로 시작해. 사주 조건 3개를 쉽게 풀고, 마지막에는 댓글로 상황을 남기게 유도해. 말투는 단정하지만 따뜻하게.",썸네일 문구=연애/재회/궁합 레퍼런스 | 주제=사주/운세 | 연애/재회운 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/saju.myungdang/reel/DP0x-PykRjX,@saju.myungdang,"1,257,000",사주/운세 | 운세,캡션 서사형,"조회수 1,257,000 기준 상위권 / 시리즈 반복 가능",A열 실제 썸네일 확인:␤@saju.myungdang␤계정 내 조회수 1위,15~30초 생활 팁형. 실제 집/지갑/현관/침대/책상 이미지. 첫 컷은 '이거 있으면 돈운 막힘' 식 경고.,문제 물건/공간 제시 → 왜 막히는지 → 오늘 치울 것 → 대체 행동 → 저장 CTA,"검정/흰색 대비 큰 자막, 체크/금지 아이콘, 배경은 실제 생활 사진.",직접 CTA 없음 / 시청 지속 유도,실제 대본 미수집␤공개 캡션/본문에 본문 대사가 없어 원본 영상 확인이 필요합니다.,풍수/개운법,"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.",썸네일 문구=A열 실제 썸네일 확인: @saju.myungdang 계정 내 조회수 1위 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_mate_peek/reel/DMaGrxjRJzU,@fate_mate_peek␤궁궁해,"1,220,000",사주/운세 | 띠운세,띠별운세,"조회수 1,220,000 기준 상위권 / 시리즈 반복 가능",시집가고 후회한 남편복 정말␤없는 띠,12~25초 순위 카드형. 썸네일은 TOP10/TOP5 대형 텍스트. 화면은 고정 카드 또는 슬라이드 5~10장.,순위 제목 → 하위권 빠르게 → TOP3 강조 → 1위 반전 → 저장 CTA,"제목 54~64px, 순위 숫자 34~44px, 띠 이름은 아이콘+굵은 텍스트. 배경은 밝은 종이/카드 톤.",직접 CTA 없음 / 시청 지속 유도,시집가고 후회한 남편복 정말 없는 띠,띠별 운세/순위,"자식 덕 보는 띠, 말년에 호강하는 띠, 귀인 오는 띠, 2026년 대박띠","아래 주제로 인스타 릴스 순위형 대본을 만들어줘. 12지 띠를 활용하고 TOP10 또는 TOP5 형식으로 구성해. 각 순위는 짧은 이유 1문장만 붙이고, 1~3위는 조금 더 강하게 설명해. 썸네일 문구, 컷별 자막, 마지막 댓글 CTA까지 작성해.",썸네일 문구=시집가고 후회한 남편복 정말 없는 띠 | 주제=사주/운세 | 띠운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_mate_peek/reel/DLKGkFCP9ki,@fate_mate_peek␤궁궁해,"1,206,000",사주/운세 | 띠운세,띠별운세 + 순위형,"조회수 1,206,000 기준 상위권 / 시리즈 반복 가능",결혼보다 혼자가 더 잘풀리는␤띠 순위,12~25초 순위 카드형. 썸네일은 TOP10/TOP5 대형 텍스트. 화면은 고정 카드 또는 슬라이드 5~10장.,순위 제목 → 하위권 빠르게 → TOP3 강조 → 1위 반전 → 저장 CTA,"제목 54~64px, 순위 숫자 34~44px, 띠 이름은 아이콘+굵은 텍스트. 배경은 밝은 종이/카드 톤.",직접 CTA 없음 / 시청 지속 유도,결혼보다 혼자가 더 잘풀리는 띠 순위,띠별 운세/순위,"자식 덕 보는 띠, 말년에 호강하는 띠, 귀인 오는 띠, 2026년 대박띠","아래 주제로 인스타 릴스 순위형 대본을 만들어줘. 12지 띠를 활용하고 TOP10 또는 TOP5 형식으로 구성해. 각 순위는 짧은 이유 1문장만 붙이고, 1~3위는 조금 더 강하게 설명해. 썸네일 문구, 컷별 자막, 마지막 댓글 CTA까지 작성해.",썸네일 문구=결혼보다 혼자가 더 잘풀리는 띠 순위 | 주제=사주/운세 | 띠운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/yuhwa.flow/reel/DNxAS-N5jEM,@yuhwa.flow␤유화사주 | 사주 • 연애 • 결혼 • 직업 • 재물 • 건강,"1,129,000",시기별 운세 | 2025년 9월 호랑이띠 토끼띠 용띠 닭띠 연애/재회운,띠별운세 + 연애/재회운 + 전환형,"조회수 1,129,000 기준 상위권 / 시리즈 반복 가능","곧 남자들이 다가오는 분들👇␤사회적 자리가 열리고,",20~35초. 감성 배경 또는 연인/거리/비 오는 창가 이미지. 첫 컷은 '절대 헤어질 수 없는 궁합 TOP'처럼 관계 후킹.,관계 후킹 → 띠/조건 공개 → 왜 끌리는지 → 주의점 → 댓글로 내 띠 유도,"흰색 굵은 고딕 38~52px, 검정/흰색 라운드 박스, 감정 단어만 빨강/분홍 강조.",댓글 유도 | 저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도,"곧 남자들이 다가오는 분들👇␤사회적 자리가 열리고,␤주변에서 자연스럽게 다가오는 이성이 늘어납니다.␤예상치 못한 관심이 쏟아지고,␤새로운 만남의 흐름이 이어지는 시기입니다.␤💬 댓글에 ""본인 띠""를 남겨주시면,␤2025년 9월부터 어떤 인연이 다가올지␤DM으로 은밀히 전해드립니다.␤–␤5위 - [戌] 개띠 1994년생 / 1982년생 / 1970년생␤일상에서 자연스러운 만남이 이어지고,␤진솔한 대화가 깊은 인연으로 발전합니다.␤※ [피해야 할 남자] 자기 고집만 내세우는 사람␤–␤4위 - [酉] 닭띠 1993년생 / 1981년생 / 1969년생␤온라인·네트워크를 통한 인연이 강하게 열리고,␤많은 관심 속에서 진심을 구별하는 지혜가 필요합니다.␤※ [피해야 할 남자] 지나치게 계산적이고 이익만 따지는 사람␤–␤3위 - [辰] 용띠 2000년생…",띠별 연애/재회운,"띠별 찰떡궁합, 헤어진 뒤 연락 오는 띠, 6월 재회운 TOP, 월별 인연운","아래 썸네일 문구를 기준으로 인스타 릴스용 연애/재회운 대본을 만들어줘. 사주/띠/궁합 관점으로 풀되, 20~35초 안에 들어가게 컷별 자막을 작성해. 구조는 1) 강한 관계 후킹 2) 해당 띠/조건 3) 끌리는 이유 4) 조심할 포인트 5) 댓글 CTA. 마지막은 '내 띠 남기면 다음 편에 봐드릴게요' 식으로 끝내.","썸네일 문구=곧 남자들이 다가오는 분들👇 사회적 자리가 열리고, | 주제=시기별 운세 | 2025년 9월 호랑이띠 토끼띠 용띠 닭띠 연애/재회운 | CTA=댓글 유도 | 저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도 | 길이=20-45초 | 출력=대본만",1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/aeonghee/reel/DYEf7diT3Ts,@aeonghee␤AEONGHEETOON_애옹희_사주/명리툰,"1,103,000",사주/운세 | 사주풀이,캡션 서사형,"조회수 1,103,000 기준 상위권 / 시리즈 반복 가능",💖두근두근 사주밸런스 게임💖␤전국에 있는 박씨에게␤죄송합니다ㅋㅋ,30~60초 정보형. 깔끔한 카드/화이트보드/상담 화면. 명리 용어는 쉽게 풀고 조건 리스트를 제시.,질문 후킹 → 조건 3~5개 → 쉬운 해석 → 현실 예시 → 댓글 키워드 CTA,"차분한 고딕 34~46px, 조건은 번호 리스트, 어려운 한자는 작게.",직접 CTA 없음 / 시청 지속 유도,💖두근두근 사주밸런스 게임💖␤전국에 있는 박씨에게 죄송합니다ㅋㅋ,사주 조건/성향 분석,"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",썸네일 문구=💖두근두근 사주밸런스 게임💖 전국에 있는 박씨에게 죄송합니다ㅋㅋ | 주제=사주/운세 | 사주풀이 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/aeonghee/reel/DGnRKfFvnsH,@aeonghee␤AEONGHEETOON_애옹희_사주/명리툰,"1,092,000",사주/운세 | 사주풀이,캡션 서사형,"조회수 1,092,000 기준 상위권 / 시리즈 반복 가능",💖두근두근 사주 밸런스 게임💖␤근데 저 음지애인 재질인듯,30~60초 정보형. 깔끔한 카드/화이트보드/상담 화면. 명리 용어는 쉽게 풀고 조건 리스트를 제시.,질문 후킹 → 조건 3~5개 → 쉬운 해석 → 현실 예시 → 댓글 키워드 CTA,"차분한 고딕 34~46px, 조건은 번호 리스트, 어려운 한자는 작게.",직접 CTA 없음 / 시청 지속 유도,💖두근두근 사주 밸런스 게임💖␤근데 저 음지애인 재질인듯,사주 조건/성향 분석,"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",썸네일 문구=💖두근두근 사주 밸런스 게임💖 근데 저 음지애인 재질인듯 | 주제=사주/운세 | 사주풀이 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/ys_mind_life/reel/DMo-abjTfS0,@ys_mind_life␤기막힌운세,"883,000",사주/운세 | 운세,캡션 서사형,"조회수 883,000 기준 상위권 / 시리즈 반복 가능",남은 올해 뭘 해도 천운이␤따라주는 사람,30~60초 정보형. 깔끔한 카드/화이트보드/상담 화면. 명리 용어는 쉽게 풀고 조건 리스트를 제시.,질문 후킹 → 조건 3~5개 → 쉬운 해석 → 현실 예시 → 댓글 키워드 CTA,"차분한 고딕 34~46px, 조건은 번호 리스트, 어려운 한자는 작게.",직접 CTA 없음 / 시청 지속 유도,남은 올해 뭘 해도 천운이 따라주는 사람,사주 조건/성향 분석,"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",썸네일 문구=남은 올해 뭘 해도 천운이 따라주는 사람 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
